method,postprocessed,milp_step_size,query_type,num_relations,graph_type,problem,baseline_cost,thres_config,penalty_scaling,num_iterations,optimisation_time_in_ms,cost,normalised_cost
annealing_quadratic,False,n/a,steinbrunn,14,CHAIN,6,141136,thres_config_12,2,1000000,478.99950408935547,141136,1.0
annealing_quadratic,False,n/a,steinbrunn,14,CHAIN,6,141136,thres_config_12,2,1000000,10000,141136,1.0
ikkbz,n/a,n/a,steinbrunn,14,CHAIN,7,110875,n/a,n/a,n/a,0,110875,1.0
ikkbz,n/a,n/a,steinbrunn,14,CHAIN,7,110875,n/a,n/a,n/a,10000,110875,1.0
dpsizelinear,n/a,n/a,steinbrunn,14,CHAIN,7,110875,n/a,n/a,n/a,0,110875,1.0
dpsizelinear,n/a,n/a,steinbrunn,14,CHAIN,7,110875,n/a,n/a,n/a,10000,110875,1.0
milp,n/a,2,steinbrunn,14,CHAIN,7,110875,n/a,n/a,n/a,0,n/a,50
milp,n/a,2,steinbrunn,14,CHAIN,7,110875,n/a,n/a,n/a,202,110875,1.0
milp,n/a,2,steinbrunn,14,CHAIN,7,110875,n/a,n/a,n/a,10000,110875,1.0
annealing_quadratic,1,n/a,steinbrunn,14,CHAIN,7,110875,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,False,n/a,steinbrunn,14,CHAIN,7,110875,thres_config_12,2,1000000,427.9997215270996,110928,1.00047801578354
annealing_quadratic,False,n/a,steinbrunn,14,CHAIN,7,110875,thres_config_12,2,1000000,10000,110928,1.00047801578354
ikkbz,n/a,n/a,steinbrunn,14,CHAIN,8,2320032021,n/a,n/a,n/a,0,2320032021,1.0
ikkbz,n/a,n/a,steinbrunn,14,CHAIN,8,2320032021,n/a,n/a,n/a,10000,2320032021,1.0
dpsizelinear,n/a,n/a,steinbrunn,14,CHAIN,8,2320032021,n/a,n/a,n/a,0,2320032021,1.0
dpsizelinear,n/a,n/a,steinbrunn,14,CHAIN,8,2320032021,n/a,n/a,n/a,10000,2320032021,1.0
milp,n/a,2,steinbrunn,14,CHAIN,8,2320032021,n/a,n/a,n/a,0,n/a,50
milp,n/a,2,steinbrunn,14,CHAIN,8,2320032021,n/a,n/a,n/a,203,2320691340,1.0002841853017683
milp,n/a,2,steinbrunn,14,CHAIN,8,2320032021,n/a,n/a,n/a,407,2320047630,1.0000067279243816
milp,n/a,2,steinbrunn,14,CHAIN,8,2320032021,n/a,n/a,n/a,600,2320032021,1.0
milp,n/a,2,steinbrunn,14,CHAIN,8,2320032021,n/a,n/a,n/a,10000,2320032021,1.0
annealing_quadratic,1,n/a,steinbrunn,14,CHAIN,8,2320032021,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,True,n/a,steinbrunn,14,CHAIN,8,2320032021,thres_config_12,2,1000000,409.99825859069824,2320032021,1.0
annealing_quadratic,True,n/a,steinbrunn,14,CHAIN,8,2320032021,thres_config_12,2,1000000,10000,2320032021,1.0
ikkbz,n/a,n/a,steinbrunn,14,CHAIN,9,12773174,n/a,n/a,n/a,0,12773174,1.0
ikkbz,n/a,n/a,steinbrunn,14,CHAIN,9,12773174,n/a,n/a,n/a,10000,12773174,1.0
dpsizelinear,n/a,n/a,steinbrunn,14,CHAIN,9,12773174,n/a,n/a,n/a,0,12773174,1.0
dpsizelinear,n/a,n/a,steinbrunn,14,CHAIN,9,12773174,n/a,n/a,n/a,10000,12773174,1.0
milp,n/a,2,steinbrunn,14,CHAIN,9,12773174,n/a,n/a,n/a,0,n/a,50
milp,n/a,2,steinbrunn,14,CHAIN,9,12773174,n/a,n/a,n/a,200,22168911,1.7355835753901105
milp,n/a,2,steinbrunn,14,CHAIN,9,12773174,n/a,n/a,n/a,403,15006056,1.1748102703368795
milp,n/a,2,steinbrunn,14,CHAIN,9,12773174,n/a,n/a,n/a,1008,14956221,1.1709087341955884
milp,n/a,2,steinbrunn,14,CHAIN,9,12773174,n/a,n/a,n/a,10000,14956221,1.1709087341955884
annealing_quadratic,1,n/a,steinbrunn,14,CHAIN,9,12773174,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,False,n/a,steinbrunn,14,CHAIN,9,12773174,thres_config_12,2,1000000,432.9997215270996,14956221,1.1709087341955884
annealing_quadratic,False,n/a,steinbrunn,14,CHAIN,9,12773174,thres_config_12,2,1000000,1675.9996604919434,12775199,1.0001585353804778
annealing_quadratic,False,n/a,steinbrunn,14,CHAIN,9,12773174,thres_config_12,2,1000000,10000,12775199,1.0001585353804778
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,0,29605208462,n/a,n/a,n/a,0,29605208462,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,0,29605208462,n/a,n/a,n/a,10000,29605208462,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,0,29605208462,n/a,n/a,n/a,0,29605208462,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,0,29605208462,n/a,n/a,n/a,10000,29605208462,1.0
milp,n/a,2,steinbrunn,18,CHAIN,0,29605208462,n/a,n/a,n/a,0,n/a,50
milp,n/a,2,steinbrunn,18,CHAIN,0,29605208462,n/a,n/a,n/a,1006,99960452894,3.376448202427118
milp,n/a,2,steinbrunn,18,CHAIN,0,29605208462,n/a,n/a,n/a,2061,38362635784,1.295806980492661
milp,n/a,2,steinbrunn,18,CHAIN,0,29605208462,n/a,n/a,n/a,4007,29617446379,1.000413370404593
milp,n/a,2,steinbrunn,18,CHAIN,0,29605208462,n/a,n/a,n/a,4216,29605208462,1.0
milp,n/a,2,steinbrunn,18,CHAIN,0,29605208462,n/a,n/a,n/a,10000,29605208462,1.0
annealing_quadratic,1,n/a,steinbrunn,18,CHAIN,0,29605208462,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,0,29605208462,thres_config_12,2,1000000,474.9981460571289,29605208462,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,0,29605208462,thres_config_12,2,1000000,10000,29605208462,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,1,3095205,n/a,n/a,n/a,0,3095205,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,1,3095205,n/a,n/a,n/a,10000,3095205,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,1,3095205,n/a,n/a,n/a,0,3095205,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,1,3095205,n/a,n/a,n/a,10000,3095205,1.0
milp,n/a,2,steinbrunn,18,CHAIN,1,3095205,n/a,n/a,n/a,0,n/a,50
milp,n/a,2,steinbrunn,18,CHAIN,1,3095205,n/a,n/a,n/a,205,3097920,1.000877163225053
milp,n/a,2,steinbrunn,18,CHAIN,1,3095205,n/a,n/a,n/a,408,3095545,1.0001098473283676
milp,n/a,2,steinbrunn,18,CHAIN,1,3095205,n/a,n/a,n/a,10000,3095545,1.0001098473283676
annealing_quadratic,1,n/a,steinbrunn,18,CHAIN,1,3095205,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,1,3095205,thres_config_12,2,1000000,501.0923442840576,3097151,1.0006287144147157
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,1,3095205,thres_config_12,2,1000000,947.6335124969482,3096434,1.000397065784011
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,1,3095205,thres_config_12,2,1000000,1432.0971660614014,3095538,1.0001075857657247
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,1,3095205,thres_config_12,2,1000000,1877.003517150879,3095205,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,1,3095205,thres_config_12,2,1000000,10000,3095205,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,2,89978,n/a,n/a,n/a,0,89978,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,2,89978,n/a,n/a,n/a,10000,89978,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,2,89978,n/a,n/a,n/a,0,89978,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,2,89978,n/a,n/a,n/a,10000,89978,1.0
milp,n/a,2,steinbrunn,18,CHAIN,2,89978,n/a,n/a,n/a,0,n/a,50
milp,n/a,2,steinbrunn,18,CHAIN,2,89978,n/a,n/a,n/a,201,89978,1.0
milp,n/a,2,steinbrunn,18,CHAIN,2,89978,n/a,n/a,n/a,10000,89978,1.0
annealing_quadratic,1,n/a,steinbrunn,18,CHAIN,2,89978,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,2,89978,thres_config_12,2,1000000,473.00401306152344,89978,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,2,89978,thres_config_12,2,1000000,10000,89978,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,3,138000116,n/a,n/a,n/a,0,138000116,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,3,138000116,n/a,n/a,n/a,10000,138000116,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,3,138000116,n/a,n/a,n/a,0,138000116,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,3,138000116,n/a,n/a,n/a,10000,138000116,1.0
milp,n/a,2,steinbrunn,18,CHAIN,3,138000116,n/a,n/a,n/a,0,n/a,50
milp,n/a,2,steinbrunn,18,CHAIN,3,138000116,n/a,n/a,n/a,203,8609545985,50
milp,n/a,2,steinbrunn,18,CHAIN,3,138000116,n/a,n/a,n/a,605,138000116,1.0
milp,n/a,2,steinbrunn,18,CHAIN,3,138000116,n/a,n/a,n/a,10000,138000116,1.0
annealing_quadratic,1,n/a,steinbrunn,18,CHAIN,3,138000116,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,True,n/a,steinbrunn,18,CHAIN,3,138000116,thres_config_12,2,1000000,494.001371383667,138011560,1.0000829274665248
annealing_quadratic,True,n/a,steinbrunn,18,CHAIN,3,138000116,thres_config_12,2,1000000,965.0001182556152,138006612,1.0000470724242
annealing_quadratic,True,n/a,steinbrunn,18,CHAIN,3,138000116,thres_config_12,2,1000000,1420.0016708374023,138002826,1.0000196376646524
annealing_quadratic,True,n/a,steinbrunn,18,CHAIN,3,138000116,thres_config_12,2,1000000,1872.0004577636719,138000116,1.0
annealing_quadratic,True,n/a,steinbrunn,18,CHAIN,3,138000116,thres_config_12,2,1000000,10000,138000116,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,4,846614843,n/a,n/a,n/a,0,846614843,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,4,846614843,n/a,n/a,n/a,10000,846614843,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,4,846614843,n/a,n/a,n/a,0,846614843,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,4,846614843,n/a,n/a,n/a,10000,846614843,1.0
milp,n/a,10,steinbrunn,18,CHAIN,4,846614843,n/a,n/a,n/a,0,n/a,50
milp,n/a,10,steinbrunn,18,CHAIN,4,846614843,n/a,n/a,n/a,205,3666878291,4.331223721528823
milp,n/a,10,steinbrunn,18,CHAIN,4,846614843,n/a,n/a,n/a,407,915001404,1.080776472991745
milp,n/a,10,steinbrunn,18,CHAIN,4,846614843,n/a,n/a,n/a,608,910687063,1.0756804827245392
milp,n/a,10,steinbrunn,18,CHAIN,4,846614843,n/a,n/a,n/a,808,846625332,1.000012389341017
milp,n/a,10,steinbrunn,18,CHAIN,4,846614843,n/a,n/a,n/a,1002,846622975,1.0000096053123415
milp,n/a,10,steinbrunn,18,CHAIN,4,846614843,n/a,n/a,n/a,10000,846622975,1.0000096053123415
annealing_quadratic,1,n/a,steinbrunn,18,CHAIN,4,846614843,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,True,n/a,steinbrunn,18,CHAIN,4,846614843,thres_config_12,2,1000000,522.002607345581,846614843,1.0
annealing_quadratic,True,n/a,steinbrunn,18,CHAIN,4,846614843,thres_config_12,2,1000000,10000,846614843,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,5,44225145234,n/a,n/a,n/a,0,44225145234,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,5,44225145234,n/a,n/a,n/a,10000,44225145234,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,5,44225145234,n/a,n/a,n/a,0,44225145234,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,5,44225145234,n/a,n/a,n/a,10000,44225145234,1.0
milp,n/a,2,steinbrunn,18,CHAIN,5,44225145234,n/a,n/a,n/a,0,n/a,50
milp,n/a,2,steinbrunn,18,CHAIN,5,44225145234,n/a,n/a,n/a,203,231899901897184,50
milp,n/a,2,steinbrunn,18,CHAIN,5,44225145234,n/a,n/a,n/a,400,45597551507,1.0310322615276548
milp,n/a,2,steinbrunn,18,CHAIN,5,44225145234,n/a,n/a,n/a,4011,45339291029,1.0251925864596925
milp,n/a,2,steinbrunn,18,CHAIN,5,44225145234,n/a,n/a,n/a,5305,45339278802,1.025192309988017
milp,n/a,2,steinbrunn,18,CHAIN,5,44225145234,n/a,n/a,n/a,10000,45339278802,1.025192309988017
annealing_quadratic,1,n/a,steinbrunn,18,CHAIN,5,44225145234,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,True,n/a,steinbrunn,18,CHAIN,5,44225145234,thres_config_12,2,1000000,516.0011138916016,86268287953,1.950661495774524
annealing_quadratic,True,n/a,steinbrunn,18,CHAIN,5,44225145234,thres_config_12,2,1000000,10000,86268287953,1.950661495774524
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,6,17521530030,n/a,n/a,n/a,0,17521530030,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,6,17521530030,n/a,n/a,n/a,10000,17521530030,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,6,17521530030,n/a,n/a,n/a,0,17521530030,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,6,17521530030,n/a,n/a,n/a,10000,17521530030,1.0
milp,n/a,10,steinbrunn,18,CHAIN,6,17521530030,n/a,n/a,n/a,0,n/a,50
milp,n/a,10,steinbrunn,18,CHAIN,6,17521530030,n/a,n/a,n/a,203,7364481349573,50
milp,n/a,10,steinbrunn,18,CHAIN,6,17521530030,n/a,n/a,n/a,401,17521530030,1.0
milp,n/a,10,steinbrunn,18,CHAIN,6,17521530030,n/a,n/a,n/a,10000,17521530030,1.0
annealing_quadratic,1,n/a,steinbrunn,18,CHAIN,6,17521530030,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,6,17521530030,thres_config_12,2,1000000,500.00100898742676,17521642608,1.0000064251238223
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,6,17521530030,thres_config_12,2,1000000,957.0003452301025,17521530030,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,6,17521530030,thres_config_12,2,1000000,10000,17521530030,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,7,1006204758,n/a,n/a,n/a,0,1121755695,1.114838392565025
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,7,1006204758,n/a,n/a,n/a,10000,1121755695,1.114838392565025
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,7,1006204758,n/a,n/a,n/a,0,1121755695,1.114838392565025
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,7,1006204758,n/a,n/a,n/a,10000,1121755695,1.114838392565025
milp,n/a,10,steinbrunn,18,CHAIN,7,1006204758,n/a,n/a,n/a,0,n/a,50
milp,n/a,10,steinbrunn,18,CHAIN,7,1006204758,n/a,n/a,n/a,204,1006206288,1.0000015205652606
milp,n/a,10,steinbrunn,18,CHAIN,7,1006204758,n/a,n/a,n/a,10000,1006206288,1.0000015205652606
annealing_quadratic,1,n/a,steinbrunn,18,CHAIN,7,1006204758,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,7,1006204758,thres_config_12,2,1000000,462.00094413757324,1006204758,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,7,1006204758,thres_config_12,2,1000000,10000,1006204758,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,8,130564541,n/a,n/a,n/a,0,256098102,1.9614674860305295
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,8,130564541,n/a,n/a,n/a,10000,256098102,1.9614674860305295
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,8,130564541,n/a,n/a,n/a,0,256098102,1.9614674860305295
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,8,130564541,n/a,n/a,n/a,10000,256098102,1.9614674860305295
milp,n/a,2,steinbrunn,18,CHAIN,8,130564541,n/a,n/a,n/a,0,n/a,50
milp,n/a,2,steinbrunn,18,CHAIN,8,130564541,n/a,n/a,n/a,205,941305847,7.209506040388102
milp,n/a,2,steinbrunn,18,CHAIN,8,130564541,n/a,n/a,n/a,601,130589608,1.0001919893395865
milp,n/a,2,steinbrunn,18,CHAIN,8,130564541,n/a,n/a,n/a,802,130572477,1.0000607821996632
milp,n/a,2,steinbrunn,18,CHAIN,8,130564541,n/a,n/a,n/a,1005,130570744,1.000047509070629
milp,n/a,2,steinbrunn,18,CHAIN,8,130564541,n/a,n/a,n/a,2001,130565476,1.0000071612092598
milp,n/a,2,steinbrunn,18,CHAIN,8,130564541,n/a,n/a,n/a,10000,130565476,1.0000071612092598
annealing_quadratic,1,n/a,steinbrunn,18,CHAIN,8,130564541,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,8,130564541,thres_config_12,2,1000000,544.0655689239502,130564541,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,8,130564541,thres_config_12,2,1000000,10000,130564541,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,9,136313876,n/a,n/a,n/a,0,136313876,1.0
ikkbz,n/a,n/a,steinbrunn,18,CHAIN,9,136313876,n/a,n/a,n/a,10000,136313876,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,9,136313876,n/a,n/a,n/a,0,136313876,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CHAIN,9,136313876,n/a,n/a,n/a,10000,136313876,1.0
milp,n/a,100,steinbrunn,18,CHAIN,9,136313876,n/a,n/a,n/a,0,n/a,50
milp,n/a,100,steinbrunn,18,CHAIN,9,136313876,n/a,n/a,n/a,203,140692791,1.032123765595221
milp,n/a,100,steinbrunn,18,CHAIN,9,136313876,n/a,n/a,n/a,473,136313876,1.0
milp,n/a,100,steinbrunn,18,CHAIN,9,136313876,n/a,n/a,n/a,10000,136313876,1.0
annealing_quadratic,1,n/a,steinbrunn,18,CHAIN,9,136313876,thres_config_12,2,1000000,0,n/a,50
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,9,136313876,thres_config_12,2,1000000,496.9975776672363,136313876,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CHAIN,9,136313876,thres_config_12,2,1000000,10000,136313876,1.0
ikkbz,n/a,n/a,steinbrunn,22,CHAIN,0,22729447899,n/a,n/a,n/a,0,22729447899,1.0
